date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:11:02	3048/3048	---MCZ	404	error ('Not%20Found')	text/html	etag:1607211337-ssl-df	https://irvingtoncti.org/assets/css/owl.video.play.png	C:/Users/adity/WebstormProjects/citmsjhs/irvingtoncti.org/assets/css/owl.video.play.40.delayed	(from https://irvingtoncti.org/assets/css/owl.carousel.min.css)
12:11:02	5042/5042	---MCZ	200	added ('OK')	application/octet-stream	etag:%22a67d2d59cfa4dbac5a400e722d3a7b4e-ssl-df%22	https://irvingtoncti.org/assets/fonts/Flaticon.eot	C:/Users/adity/WebstormProjects/citmsjhs/irvingtoncti.org/assets/fonts/Flaticon.eot	(from https://irvingtoncti.org/assets/css/flaticon.css)
12:11:02	5042/5042	---M-Z	200	added ('OK')	application/octet-stream	etag:%22a67d2d59cfa4dbac5a400e722d3a7b4e-ssl-df%22	https://irvingtoncti.org/assets/fonts/Flaticon.eot?	C:/Users/adity/WebstormProjects/citmsjhs/irvingtoncti.org/assets/fonts/Flaticond41d.eot	(from https://irvingtoncti.org/assets/css/flaticon.css)
12:11:03	2396/2396	---M--	200	added ('OK')	font/woff2	etag:%22532ed5bcad5a8b853583d753cda9e225-ssl%22	https://irvingtoncti.org/assets/fonts/Flaticon.woff2	C:/Users/adity/WebstormProjects/citmsjhs/irvingtoncti.org/assets/fonts/Flaticon.woff2	(from https://irvingtoncti.org/assets/css/flaticon.css)
12:11:04	2928/2928	---M-Z	200	added ('OK')	application/font-woff	etag:%229692c39aa9ec9a6eeb80ce6a6f7f5df6-ssl-df%22	https://irvingtoncti.org/assets/fonts/Flaticon.woff	C:/Users/adity/WebstormProjects/citmsjhs/irvingtoncti.org/assets/fonts/Flaticon.woff	(from https://irvingtoncti.org/assets/css/flaticon.css)
12:11:04	4864/4864	---M--	200	added ('OK')	font/ttf	etag:%22c95acc69210f996beef600047c205add-ssl%22	https://irvingtoncti.org/assets/fonts/Flaticon.ttf	C:/Users/adity/WebstormProjects/citmsjhs/irvingtoncti.org/assets/fonts/Flaticon.ttf	(from https://irvingtoncti.org/assets/css/flaticon.css)
12:11:04	28003/28003	---MCZ	200	added ('OK')	image/svg+xml	etag:%22a173b94cc2c14fb7dcabc9c3e3124cdb-ssl-df%22	https://irvingtoncti.org/assets/fonts/Flaticon.svg	C:/Users/adity/WebstormProjects/citmsjhs/irvingtoncti.org/assets/fonts/Flaticon.svg	(from https://irvingtoncti.org/assets/css/flaticon.css)
12:11:05	6828/6828	---M-Z	200	added ('OK')	application/octet-stream	etag:%2212f2d9339f56aa4341c170cb472b5aac-ssl-df%22	https://irvingtoncti.org/assets/fonts/gijgo-material.eot?235541	C:/Users/adity/WebstormProjects/citmsjhs/irvingtoncti.org/assets/fonts/gijgo-materialba15.eot	(from https://irvingtoncti.org/assets/css/gijgo.css)
12:11:05	6636/6636	---M--	200	added ('OK')	font/ttf	etag:%2246ea57164e3cd8c9eb0debeccfa06d41-ssl%22	https://irvingtoncti.org/assets/fonts/gijgo-material.ttf?235541	C:/Users/adity/WebstormProjects/citmsjhs/irvingtoncti.org/assets/fonts/gijgo-materialba15.ttf	(from https://irvingtoncti.org/assets/css/gijgo.css)
12:11:05	6716/6716	---M-Z	200	added ('OK')	application/font-woff	etag:%22e2a0669ab9abbe627eda834f99a55f5e-ssl-df%22	https://irvingtoncti.org/assets/fonts/gijgo-material.woff?235541	C:/Users/adity/WebstormProjects/citmsjhs/irvingtoncti.org/assets/fonts/gijgo-materialba15.woff	(from https://irvingtoncti.org/assets/css/gijgo.css)
12:11:06	23255/23255	---MCZ	200	added ('OK')	image/svg+xml	etag:%22b0dae97a533d5bfdb5d162a59f73a8ce-ssl-df%22	https://irvingtoncti.org/assets/fonts/gijgo-material.svg?235541	C:/Users/adity/WebstormProjects/citmsjhs/irvingtoncti.org/assets/fonts/gijgo-materialba15.svg	(from https://irvingtoncti.org/assets/css/gijgo.css)
12:11:06	98620/98620	---MCZ	200	added ('OK')	application/octet-stream	etag:%227b9d10dfb228b9f63a0a7e944ab125ec-ssl-df%22	https://irvingtoncti.org/assets/fonts/fa-brands-400.eot	C:/Users/adity/WebstormProjects/citmsjhs/irvingtoncti.org/assets/fonts/fa-brands-400.eot	(from https://irvingtoncti.org/assets/css/fontawesome-all.min.css)
12:11:07	98620/98620	---M-Z	200	added ('OK')	application/octet-stream	etag:%227b9d10dfb228b9f63a0a7e944ab125ec-ssl-df%22	https://irvingtoncti.org/assets/fonts/fa-brands-400.eot?	C:/Users/adity/WebstormProjects/citmsjhs/irvingtoncti.org/assets/fonts/fa-brands-400d41d.eot	(from https://irvingtoncti.org/assets/css/fontawesome-all.min.css)
12:11:07	54420/54420	---M--	200	added ('OK')	font/woff2	etag:%22bfceff11fac00017345d66f1ad2d1359-ssl%22	https://irvingtoncti.org/assets/fonts/fa-brands-400.woff2	C:/Users/adity/WebstormProjects/citmsjhs/irvingtoncti.org/assets/fonts/fa-brands-400.woff2	(from https://irvingtoncti.org/assets/css/fontawesome-all.min.css)
12:11:07	63712/63712	---M-Z	200	added ('OK')	application/font-woff	etag:%229c17fcc499bfaa0e8277ab673ed7edf0-ssl-df%22	https://irvingtoncti.org/assets/fonts/fa-brands-400.woff	C:/Users/adity/WebstormProjects/citmsjhs/irvingtoncti.org/assets/fonts/fa-brands-400.woff	(from https://irvingtoncti.org/assets/css/fontawesome-all.min.css)
12:11:08	98384/98384	---M--	200	added ('OK')	font/ttf	etag:%22c8fe19160a814c7874b3e4b96c002bea-ssl%22	https://irvingtoncti.org/assets/fonts/fa-brands-400.ttf	C:/Users/adity/WebstormProjects/citmsjhs/irvingtoncti.org/assets/fonts/fa-brands-400.ttf	(from https://irvingtoncti.org/assets/css/fontawesome-all.min.css)
12:11:08	31156/31156	---MCZ	200	added ('OK')	application/octet-stream	etag:%226cf12bd278f711daf5fd9d876a6d77b4-ssl-df%22	https://irvingtoncti.org/assets/fonts/fa-regular-400.eot	C:/Users/adity/WebstormProjects/citmsjhs/irvingtoncti.org/assets/fonts/fa-regular-400.eot	(from https://irvingtoncti.org/assets/css/fontawesome-all.min.css)
12:11:09	507478/507478	---MCZ	200	added ('OK')	image/svg+xml	etag:%22ab534ee35f87b59a42a5a63e2e0c8074-ssl-df%22	https://irvingtoncti.org/assets/fonts/fa-brands-400.svg	C:/Users/adity/WebstormProjects/citmsjhs/irvingtoncti.org/assets/fonts/fa-brands-400.svg	(from https://irvingtoncti.org/assets/css/fontawesome-all.min.css)
12:11:09	31156/31156	---M-Z	200	added ('OK')	application/octet-stream	etag:%226cf12bd278f711daf5fd9d876a6d77b4-ssl-df%22	https://irvingtoncti.org/assets/fonts/fa-regular-400.eot?	C:/Users/adity/WebstormProjects/citmsjhs/irvingtoncti.org/assets/fonts/fa-regular-400d41d.eot	(from https://irvingtoncti.org/assets/css/fontawesome-all.min.css)
